status,city,state,country,classification,openfda,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,report_date,code_info,termination_date,more_code_info
Ongoing,Nicholasville,KY,United States,Class II,{},Drugs,89909,TMC Acquisition LLC dba Tailor Made Compounding,200 Moore Dr,,40356-8512,Voluntary: Firm initiated,Letter,Nationwide USA and Puerto Rico,D-1201-2022,"Estradiol Cypionate 10mg/mL, a) 1mL-vial, b) 2 mL-vial, Room Temperature, Tailor Made Compounding",349 vials,Lack of Assurance of Sterility,20220307,20220714,20220720,"Batch #: a) 01052210A1, Exp 4/5/2022; 10202101A1, Exp 4/18/2022; 01052210A1 7/4/2022; b)10202102A1, Exp 4/18/2022; 12022126A1, Exp 5/31/2022; 01052210A1, Exp 7/4/2022.",,
Terminated,Durham,NC,United States,Class II,"{'application_number': ['ANDA207687'], 'brand_name': ['ATORVASTATIN CALCIUM'], 'generic_name': ['ATORVASTATIN CALCIUM'], 'manufacturer_name': ['Accord Healthcare Inc.'], 'product_ndc': ['16729-044', '16729-045', '16729-046', '16729-047'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['ATORVASTATIN CALCIUM TRIHYDRATE'], 'rxcui': ['259255', '617310', '617311', '617312'], 'spl_id': ['239746a8-fad4-c116-e063-6394a90ad3cc'], 'spl_set_id': ['4e06b20d-cc5d-46eb-991b-5972248de3af'], 'package_ndc': ['16729-045-10', '16729-045-15', '16729-045-01', '16729-045-16', '16729-045-17', '16729-044-10', '16729-044-15', '16729-044-01', '16729-044-16', '16729-044-17', '16729-046-10', '16729-046-15', '16729-046-01', '16729-046-16', '16729-046-17', '16729-047-10', '16729-047-15', '16729-047-01', '16729-047-16', '16729-047-17'], 'is_original_packager': [True], 'unii': ['48A5M73Z4Q'], 'upc': ['316729047159', '316729047166']}",Drugs,91657,"Accord Healthcare, Inc.",1009 Slater Rd Ste 210B,N/A,27703-8446,Voluntary: Firm initiated,Letter,United States including Puerto Rico and Canada,D-0374-2023,"Atorvastatin Calcium Tablets USP 80 mg* Rx Only, Packaged as a) 90 Tablets NDC 16729-047-15 UPC 3 16729 04715 9; b) 500 Tablets NDC 16729-047-16 UPC 3 16729 04716 6; Manufactured for: Accord Healthcare, Inc., Durham, NC 27703 Manufactured by: Intas Pharmaceuticals Limited, Pharmez, Ahmedabad-382 213, INDIA","72,376 bottles",CGMP Deviations: recalling drug products following an FDA inspection.,20230207,20230302,20230308,"Batches: a)R2100283, R2100288, R2100289, Exp. Date 2/28/2023; R2200235, Exp. Date 1/31/2024; R2201037, R2200952, Exp. Date 6/30/2024; b) R2100291, R2100281, R2100282, R2100292, R2100293, R2100294, R2100290, R2100306, R2100348, R2100349, R2100347, R2100350, R2100356, R2100355, Exp. Date 2/28/2023; R2100461, R2100463, R2100464, Exp. Date 3/31/2023; R2101214, R2101215, R2101216, Exp. Date 9/30/2023; R2101572, R2101573, R2101577, R2101578, R2101585, R2101579, R2101584, R2101587, R2101597, Exp. Date 11/30/2023; R2200801, Exp. Date 6/30/2024;",20240422,
Ongoing,Gurnee,IL,United States,Class II,{},Drugs,91788,"Akorn, Inc.",5605 Centerpoint Ct Ste A,N/A,60031-5278,Voluntary: Firm initiated,Letter,Nationwide in the USA and Puerto Rico,D-0864-2023,"Tropicamide Ophthalmic Solution, USP 0.1%, 15 mL bottles, Rx only, Distributed by: Akorn Operating Company LLC, Gurnee, IL 60031. ALL NDCs",N/A,CGMP Deviations: Firm went out of business and could no longer continue stability studies.,20230426,20230601,20230607,All Lots,,
Terminated,Kansas City,MO,United States,Class II,"{'application_number': ['ANDA040560'], 'brand_name': ['THEOPHYLLINE'], 'generic_name': ['THEOPHYLLINE'], 'manufacturer_name': ['Nostrum Laboratories, Inc.'], 'product_ndc': ['29033-001', '29033-002'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['THEOPHYLLINE ANHYDROUS'], 'rxcui': ['313291', '348472'], 'spl_id': ['cc6d208a-826c-4aae-a78e-da1a91c60699'], 'spl_set_id': ['038c2b07-8028-4dc4-847c-adafe1b0e81a'], 'package_ndc': ['29033-001-01', '29033-002-01'], 'is_original_packager': [True], 'upc': ['0329033002011', '0329033001014'], 'nui': ['N0000175790', 'M0023046'], 'pharm_class_epc': ['Methylxanthine [EPC]'], 'pharm_class_cs': ['Xanthines [CS]'], 'unii': ['0I55128JYK']}",Drugs,85235,Nostrum Laboratories Inc,1800 N Topping Ave,N/A,64120-1228,Voluntary: Firm initiated,E-Mail,"TN, MO",D-1059-2020,"Theophylline (Anhydrous) Extended-Release Tablets, 400 mg, 100-count bottle, Rx Only, Manufactured by: Nostrum Laboratories, Inc., Kansas City, MO 64120, NDC 29033-001-01.",4722 bottles,"CGMP Deviations: poor manufacturing practices resulted in Labeling: Incorrect or Missing Lot and/or Exp Date, product incorrectly labeled with incorrect lot and expiration date.",20200306,20200325,20200401,"Lot: THE190501, Exp 11/2022",20220401,
Terminated,Houston,TX,United States,Class II,{},Drugs,84546,Assurance Infusion,2626 S Loop W Ste 555,,77054-2652,Voluntary: Firm initiated,Letter,Nationwide within the United States,D-0666-2020,BAC 160MCG/HYDROM 16MG/ML  INJ in 20 mL syringe  Assurance Infusion (713) 533-8800,1 syringe,Lack of sterility assurance.,20191220,20200113,20200122,Lot: 12112019@20 Exp. 12/20/2019,20211027,
Terminated,Vadodara,N/A,India,Class II,{},Drugs,92341,Astral SteriTech Private Ltd.,911 G I D C Makarpura,N/A,N/A,Voluntary: Firm initiated,Letter,Nationwide within the United States,D-0627-2023,"Piperacillin and Tazobactam for Injection, USP, 3.375 grams per vial, Rx only, Mfg. for: Piramal Critical Care, Bethlehem, PA 18017, NDC 66794-217-41","223,590 vials",Lack of Assurance of Sterility,20230515,20230518,20230524,All lots within expiry.,20240405,
Terminated,Princeton,NJ,United States,Class III,"{'application_number': ['ANDA077336'], 'brand_name': ['METFORMIN HYDROCHLORIDE'], 'generic_name': ['METFORMIN HYDROCHLORIDE'], 'manufacturer_name': ['Sun Pharmaceutical Industries, Inc.'], 'product_ndc': ['62756-142', '62756-143'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['METFORMIN HYDROCHLORIDE'], 'rxcui': ['860975', '860981'], 'spl_id': ['69a60382-bf12-4627-baaf-2e0ac332b443'], 'spl_set_id': ['41a8bb80-7b0b-476c-8134-5d161c3239c8'], 'package_ndc': ['62756-142-01', '62756-142-02', '62756-143-01'], 'is_original_packager': [True], 'upc': ['0362756142015', '0362756143012'], 'unii': ['786Z46389E']}",Drugs,87617,SUN PHARMACEUTICAL INDUSTRIES INC,2 Independence Way,N/A,08540-6620,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0325-2021,"Metformin HCl Extended-Release Tablets, USP, 500 mg, Rx Only, 500-count bottle, Rx only, Distributed by: Sun Pharmaceutical Industries, Inc., Cranbury, NJ 08512; Manufactured by: Sun Pharmaceutical Industries Ltd., Halol-Baroda HIghway, Halol-389 350 Gujarat, India, NDC 62756-142-02.",2520 bottles,Failed Moisture Limits: Out of specification for water content,20210325,20210407,20210414,"Lot #JKU4639A, Exp 10/2022",20220414,
Terminated,Princeton,NJ,United States,Class III,"{'application_number': ['ANDA203146'], 'brand_name': ['RIZATRIPTAN BENZOATE'], 'generic_name': ['RIZATRIPTAN BENZOATE'], 'manufacturer_name': ['Macleods Pharmaceuticals Limited'], 'product_ndc': ['33342-093', '33342-094'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['RIZATRIPTAN BENZOATE'], 'rxcui': ['312837', '312839'], 'spl_id': ['137f6265-8c70-4748-a0d5-3976274e4ea0'], 'spl_set_id': ['57ed2505-28f1-4292-b3c3-a49bf0f7c683'], 'package_ndc': ['33342-093-48', '33342-093-07', '33342-093-46', '33342-093-12', '33342-093-52', '33342-093-73', '33342-093-72', '33342-093-41', '33342-093-45', '33342-093-04', '33342-093-23', '33342-094-47', '33342-094-07', '33342-094-46', '33342-094-12', '33342-094-52', '33342-094-73', '33342-094-72', '33342-094-41', '33342-094-45', '33342-094-04', '33342-094-23'], 'is_original_packager': [True], 'upc': ['0333342094452', '0333342094414', '0333342094469', '0333342094520', '0333342093455', '0333342093417'], 'unii': ['WR978S7QHH']}",Drugs,88872,"MACLEODS PHARMA USA, INC",103 College Rd E Fl 2,N/A,08540-6611,Voluntary: Firm initiated,Letter,Nationwide within the United States,D-0080-2022,"Rizatriptan Benzoate Orally Disintegrating Tablets 10mg, 18 Tablets (3 x 6 Unit-Dose Tablets) Blister Packs, Rx only, Manufactured for: Macleods Pharma USA Inc. Plainsboro, NJ 08536, Manufactured by: Macleods Pharmaceuticals Ltd. Baddi, Himachal Pradesh, INDIA, NDC 33342-094-41","643,800 Blister Packs /888,336 Tablets",Out-of-specification test results obtained in Organic Impurities test during analysis of controlled samples.,20211018,20211028,20211103,"Lot #: BRM2111A, BRM2112A, BRM2113A, BRM2114A, BRM2115A, BRM2116A, exp. date 04/2025",20240424,
Terminated,Pulaski,TN,United States,Class II,{},Drugs,84677,AVKARE Inc.,615 N 1st St,,38478-2403,Voluntary: Firm initiated,Letter,Nationwide in the USA.,D-0661-2020,"Dutasteride Capsules, 0.5 mg, 30 Capsules (6 X 5) Unit Dose per carton, Rx Only, Manufactured for: AvKARE, Inc., Pulaski, TN 38478, NDC 50268-282-13.","3,989 cartons",Failed Impurities/Degradation Specifications: High out of specification results for related compounds.,20200107,20200113,20200122,"Lots: 25246, Exp. 02/2021; 24532, Exp. 10/2020; 23647, Exp. 06/2020",20210714,
Terminated,Charlottesville,VA,United States,Class I,{},Drugs,93150,"Biomic Sciences, LLC dba ION Intelligence of Nature",4351 Seminole Trl,N/A,22911-8225,Voluntary: Firm initiated,Press Release,"Nationwide in the United States and to Canada, New Zealand, Australia, Indonesia, Malaysia, Great Britain, and the Netherlands",D-0067-2024,"ION*Sinus Spray, 1 fl oz/ 30 mL, Manufactured by: ION* Biome Charlottesville, VA",N/A,Microbial contamination of Non-Sterile Products,20230929,20231024,20231101,All lots within expiry.,20240710,
Ongoing,Lenoir,NC,United States,Class I,"{'application_number': ['NDA210660'], 'brand_name': ['ELCYS'], 'generic_name': ['CYSTEINE HYDROCHLORIDE'], 'manufacturer_name': ['Exela Pharma Sciences, LLC'], 'product_ndc': ['51754-1007'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAVENOUS'], 'substance_name': ['CYSTEINE HYDROCHLORIDE'], 'rxcui': ['1667993', '2169281'], 'spl_id': ['04b033f6-7334-4aed-930f-beb3c349f193'], 'spl_set_id': ['e7652275-1c53-490c-82ad-e63867df5788'], 'package_ndc': ['51754-1007-1', '51754-1007-3'], 'is_original_packager': [True], 'unii': ['ZT934N0X4W']}",Drugs,93265,Exela Pharma Sciences LLC,1245 Blowing Rock Blvd,N/A,28645-3618,Voluntary: Firm initiated,Letter,Nationwide,D-0118-2024,"ELCYS (cysteine hydrochloride injection), USP, 500 mg/10mL (50 mg/mL), 10x10 mL Single Dose Sterile Vials, For Intravenous Infusion Only, Rx Only, Manufactured and Distributed by Exela Pharma Sciences, LLC, Lenoir, NC 28645, (Vial: NDC 51754-1007-1; Carton: 51754-1007-3).","38,200 vials",Presence of Particulate Matter: Silicone,20231018,20231122,20231129,"Lot # 10000798, Expiration Date 03/31/2025",,
Ongoing,Gurnee,IL,United States,Class II,{},Drugs,91788,"Akorn, Inc.",5605 Centerpoint Ct Ste A,N/A,60031-5278,Voluntary: Firm initiated,Letter,Nationwide in the USA and Puerto Rico,D-0790-2023,"Calcitriol Injection 1 mcg/mL, 1 mL ampules Rx Only, Distributed by: Akorn Operating Company, LLC., Gurnee, IL 60031.  ALL NDCs",N/A,CGMP Deviations: Firm went out of business and could no longer continue stability studies.,20230426,20230601,20230607,All Lots,,
Terminated,Buena,NJ,United States,Class II,{},Drugs,89798,"Teligent Pharma, Inc.",105 Lincoln Avenue,N/A,08310,Voluntary: Firm initiated,Letter,Nationwide in the USA and Puerto Rico,D-0696-2022,"Triamcinolone Acetonide Ointment USP, 0.5%, Net Wt. 15 grams tube, Rx Only, Teligent Pharma, Inc., Buena, New Jersey 08310, NDC 52565-048-15.","159,994 tubes",cGMP deviations: all products within expiry are being recalled because the firm is discontinuing its stability study program.,20220315,20220321,20220330,"Batch: 15608, Exp. 5/31/2022; 16026, Exp. 9/30/2022; 16224, Exp. 11/30/2022",20240617,
Terminated,Durham,NC,United States,Class I,{},Drugs,91228,"Accord Healthcare, Inc.",1009 Slater Rd Ste 210B,N/A,27703-8446,Voluntary: Firm initiated,Letter,Nationwide within the United States,D-0131-2023,"Daptomycin for Injection 350 mg/vial 1 Single-dose vial, Rx only, Manufactured for: Accord Healthcare, Inc., Durham, NC 27703 Manufactured by: Intas Pharmaceuticals Limited, Pharmez, Ahmedabad-382 213, India. NDC 16729-0434-05",Unknown,Labeling mixup: cartons labeled as Daptomycin 350 mg/vial were found to contain vials of Daptomycin 500 mg per vial,20221129,20230113,20230125,Lot: R2200232 Exp. 01/2025,20240222,
Ongoing,Nicholasville,KY,United States,Class II,{},Drugs,89909,TMC Acquisition LLC dba Tailor Made Compounding,200 Moore Dr,,40356-8512,Voluntary: Firm initiated,Letter,Nationwide USA and Puerto Rico,D-1225-2022,"Semaglutide/Cyanocobalamin 5mg/0.2mg/ml, 2ml-vial,  Refrigerate, Tailor Made Compounding","9,993 vials",Lack of Assurance of Sterility,20220307,20220714,20220720,"Batch#: 12092115A2, Exp 3/9/2022; 12162116A2, Exp 3/16/2022; 12212106A2, Exp 3/21/2022; 01062219B, Exp 4/6/2022; 01072205A1, 01072208A1, Exp 4/7/2022; 01102203A1, Exp 4/10/2022; 01132207A1, Exp 4/13/2022; 01192216A1, Exp 4/19/2022; 01202204A2, Exp 4/20/2022; 01272223A2, Exp 4/27/2022; 01312219A2, Exp 5/1/2022; 02032204A2, Exp 5/4/2022; 02072203A1, Exp 5/8/2022; 02182216A1, 02182224A1, Exp 5/19/2022; 02232202A1, 02232210A1, Exp 5/24/2022; 02242202A1, 02242203A1, 02242235A1, 02242238A1, Exp 5/25/2022; 03072217A1, 03072223A1, Exp 6/5/2022; 03082223A1, 03082229A1, Exp 6/6/2022; 03092207A1, 03092219A1, Exp 6/7/2022.",,
Terminated,Dublin,OH,United States,Class II,"{'brand_name': ['ARMOUR THYROID'], 'generic_name': ['THYROID, PORCINE'], 'manufacturer_name': ['Allergan, Inc.'], 'product_ndc': ['0456-0457', '0456-1045', '0456-0458', '0456-0459', '0456-0460', '0456-0461', '0456-0462', '0456-0463', '0456-0464'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['SUS SCROFA THYROID'], 'rxcui': ['198278', '208534', '208535', '208540', '208543', '208544', '208545', '208547', '208549', '208551', '313385', '313387', '313391', '313393', '314267', '315235'], 'spl_id': ['a8878da0-2056-4eee-925e-3d96c6dbc334'], 'spl_set_id': ['56b41079-60db-4256-9695-202b3a65d13d'], 'package_ndc': ['0456-0457-01', '0456-1045-01', '0456-0458-01', '0456-0458-11', '0456-0458-63', '0456-0459-01', '0456-0459-11', '0456-0459-63', '0456-0460-01', '0456-0461-01', '0456-0461-11', '0456-0461-63', '0456-0462-01', '0456-0463-01', '0456-0464-01'], 'is_original_packager': [True], 'unii': ['6RV024OAUQ']}",Drugs,89450,CARDINAL HEALTHCARE,7200 Cardinal Pl W,,43017-1094,Voluntary: Firm initiated,Letter,Nationwide USA,D-0168-2024,"ARMOUR THYROID (thyroid tablets, USP), 2 GRAIN (120 mg), 100 Tablets, Rx Only, Distributed by: Allergan US, INc., Madison, NJ 07940.  NDC: 0456-0461-01",1 unit,CGMP Deviations: Products were exposed to temperatures outside of the products labeled storage conditions.,20220126,20231226,20240103,Batch W05543,20240929,
Terminated,Lake Zurich,IL,United States,Class I,"{'application_number': ['ANDA075784'], 'brand_name': ['KETOROLAC TROMETHAMINE'], 'generic_name': ['KETOROLAC TROMETHAMINE'], 'manufacturer_name': ['Fresenius Kabi USA, LLC'], 'product_ndc': ['63323-161', '63323-162'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAMUSCULAR', 'INTRAVENOUS'], 'substance_name': ['KETOROLAC TROMETHAMINE'], 'rxcui': ['860092', '1665459', '1665461'], 'spl_id': ['ab476c4c-2c72-47b1-bf42-7a89703b0dd4'], 'spl_set_id': ['d1920335-8e45-4960-b6e9-e6f1f9e6820c'], 'package_ndc': ['63323-161-00', '63323-161-01', '63323-162-11', '63323-162-51', '63323-162-00', '63323-162-01', '63323-162-03', '63323-162-02'], 'is_original_packager': [True], 'upc': ['0363323162115', '0363323161002', '0363323162009', '0363323162030'], 'unii': ['4EVE5946BQ']}",Drugs,85504,"Fresenius Kabi USA, LLC",3 Corporate Dr,N/A,60047-8930,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",USA Nationwide and Puerto Rico,D-1296-2020,"Ketorolac Tromethamine Injection, USP, 30 mg per mL, packaged in 1 mL Single Dose Vials (NDC 63323-162-00); 25 x 1 mL Single Dose Vials per tray (NDC 63323-162-01); For IM or IV use, Rx only, Fresenius Kabi, Lake Zurich, IL  60047.","5,314,400 vials",Presence of Particulate Matter - found in reserve sample vials at the firm.,20200420,20200608,20200617,"Lot #: 6118737, 6118902, Exp 04/2020; 6119052, Exp 05/2020; 6119752, Exp 08/2020; 6122349, Exp 07/2021; 6122538, Exp 09/2021",20231016,
Terminated,Mahwah,NJ,United States,Class II,"{'application_number': ['ANDA207754'], 'brand_name': ['FULVESTRANT'], 'generic_name': ['FULVESTRANT'], 'manufacturer_name': ['GLENMARK PHARMACEUTICALS INC., USA'], 'product_ndc': ['68462-317'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAMUSCULAR'], 'substance_name': ['FULVESTRANT'], 'rxcui': ['727762'], 'spl_id': ['867a3f96-4ba4-4edb-8efd-e266ec71b35a'], 'spl_set_id': ['99cf8b69-4c23-4886-80e9-b23e348b5bd7'], 'package_ndc': ['68462-317-32'], 'is_original_packager': [True], 'nui': ['N0000175582', 'N0000000145', 'N0000000168'], 'pharm_class_epc': ['Estrogen Receptor Antagonist [EPC]'], 'pharm_class_moa': ['Estrogen Receptor Antagonists [MoA]', 'Selective Estrogen Receptor Modulators [MoA]'], 'unii': ['22X328QOC4']}",Drugs,88591,"Glenmark Pharmaceuticals Inc., USA",750 Corporate Dr,,07430-2009,Voluntary: Firm initiated,Letter,Nationwide.,D-0820-2021,Fulvestrant Injection 250 mg/5 mL (50 mg/mL) For Intramuscular Use Only Contains 2 single-dose pre-filled syringes Rx only NDC 68462-317-32,28658 cartons,Lack of Assurance of Sterility,20210827,20210921,20210929,Lots: 30200014 Exp. 04/30/2022; 30200015 Exp. 05/31/2022; 30200015 Exp. 05/31/2022; 30200016 Exp. 05/31/2022; 30200036 Exp. 09/30/2022; 30200038 Exp. 09/30/2022; 30200039 Exp. 09/30/2022; 30200040 Exp. 09/30/2022; 30210001 Exp. 12/31/2022; 30210002 Exp. 12/31/2022; 30210003 Exp. 01/31/2023; 30210004 Exp. 01/31/2023; 30210005 Exp. 01/31/2023; 30210006 Exp. 01/31/2023; 30210014 Exp. 02/28/2023; 30210022 Exp. 02/28/2023; 30210028 Exp. 02/28/2023; 30210029 Exp. 02/28/2023; 30210030 Exp. 02/28/2023; 30210031 Exp. 02/28/2023,20231004,
Ongoing,San Diego,CA,United States,Class II,{},Drugs,92752,Central Admixture Pharmacy Services Inc,7935 Dunbrook Rd Ste C,N/A,92126-6322,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-1058-2023,"HYDROmorphone in 0.9% sodium chloride, 15 mg/30 mL, (0.5 mg/mL), 30 mL Syringe, Rx only, Central Admixture Pharmacy Services, Inc., 7935 Dunbrook Road, Suite C, San Diego, CA 92126, NDC 71286-2011-1","2,077 syringes",Lack of assurance of sterility: Lack of validation data for sanitization cycles,20230717,20230803,20230809,"Lot: 17-270770, Exp. 7/19/2023; 17-271061, Exp. 7/24/2023; 17-271419, Exp. 7/30/2023; 17-271678, Exp. 8/2/2023; 17-272124, Exp. 8/10/2023; 17-272302, Exp. 8/14/2023; 17-272518, Exp. 8/17/2023; 17-273493, Exp. 9/4/2023; 17-273671, Exp. 9/6/2023.",,
Completed,Orlando,FL,United States,Class II,{},Drugs,90204,Olympia Compounding Pharmacy dba Olympia Pharmacy,6700 Conroy Rd Ste 155,,32835-3515,Voluntary: Firm initiated,Letter,"Distributed Nationwide in th USA, Puerto Rico and US Virgin Islands",D-0930-2022,"Lidocaine 2% (20 mg/mL), Multi-Dose 30 mL vial , Rx Only, Olympia Pharmaceuticals, 6700 Conroy Rd., Ste. 155 Orlando, FL 32835, NDC 73198-0097-30",1195 vials,Lack of assurance of sterility.,20220509,20220525,20220601,Lots: L246022 BUD: 6/22/2022; B24208-22 BUD: 8/8/2022,,
Ongoing,Libertyville,IL,United States,Class I,"{'application_number': ['M013'], 'brand_name': ['ACETAMINOPHEN'], 'generic_name': ['ACETAMINOPHEN'], 'manufacturer_name': ['A-S Medication Solutions'], 'product_ndc': ['50090-5350'], 'product_type': ['HUMAN OTC DRUG'], 'route': ['ORAL'], 'substance_name': ['ACETAMINOPHEN'], 'rxcui': ['198440'], 'spl_id': ['da8ffe08-33f1-45fd-bb75-311009948cf4'], 'spl_set_id': ['c4f0f591-8501-4c6d-bf8e-ca3068ff65b5'], 'package_ndc': ['50090-5350-0', '50090-5350-1'], 'original_packager_product_ndc': ['0904-6730'], 'unii': ['362O9ITL9D']}",Drugs,87436,A-S Medication Solutions LLC.,2401 Commerce Dr,N/A,60048-4464,Voluntary: Firm initiated,N/A,Nationwide in the USA,D-0358-2021,"Acetaminophen, Extra Strength, Aspirin Free, 500 MG Tablets, 100-count bottles, Mfr: Major Pharmaceuticals, Livonia, MI 48152; Packaged Exclusively By: A-S Medication Solutions LLC, Libertyville, IL 60048, Product # 6967-0;  NDC: 50090-5350-0; contained within Health Essentials Kit, Kit Contains: 1 bottle hand sanitzer, 1 reusable face mask, 1 bottle Acetaminophen 500 mg, 1 bag cough drops, 1 digital thermometer, 50 disposable gloves.","201,600 kits","Labeling: Label Mix-up; The bottle of over-the-counter Acetaminophen 500mg Extra Strength, 100 count, included in Health Essential Kits, labeled incorrectly with a prescription drug label instead of an OTC drug label.",20210302,20210430,20210512,"Lots 323206, 323207, 323208, 335353, 335354, 335355, 335356, 335358, 335359,335360, 335361, 335362, 335395, 352116, Expiry 7/31/2022; 323209, 323210, 323211, 323212, 323213, 323214, 323215, 323216, 323218, 323219, 323220, 323222, 323223, 323224, 323238, 335363, 335364, 335365, 335366, 335367, 335368, 335369, 335370, 335371, 335372, 335373, 335374, 335375, 335376, 335377, Expiry 8/31/2022",,
